,Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
2098,2098,Leg Press - Gethin Variation,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,Strength,Quadriceps,Machine,Intermediate,,
2099,2099,AM Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,Strength,Quadriceps,Machine,Intermediate,,
2100,2100,Leg extension,"The leg extension is a popular machine-based exercise for the legs, particularly the quadriceps. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Strength,Quadriceps,Machine,Intermediate,,
2101,2101,UP Quad Extension,The leg extension is an isolation exercise for the quads.,Strength,Quadriceps,Machine,Intermediate,,
2102,2102,UP Single-Leg Press,"The single-leg leg press is an exercise targeting the quadriceps one leg at a time. Many lifters prefer the leg press to squatting for several reasons, including the perception that it’s safer for the spine.",Strength,Quadriceps,Machine,Intermediate,,
2103,2103,UP Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,Strength,Quadriceps,Machine,Intermediate,,
2104,2104,Pop Squat On Leg Press,,Strength,Quadriceps,Machine,Intermediate,,
2105,2105,King Maker Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,Strength,Quadriceps,Machine,Intermediate,,
2106,2106,Single-leg leg press,"The single-leg leg press is a machine exercise targeting the leg muscles, including the quads, glutes, and hamstrings. The leg press is often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,Machine,Intermediate,,
2107,2107,King Maker Hack Squat,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,Machine,Intermediate,,
2108,2108,30 Legs Feet-High Leg Press,,Strength,Quadriceps,Machine,Intermediate,,
2109,2109,30 Legs Leg Press,,Strength,Quadriceps,Machine,Intermediate,,
2110,2110,30 Legs Leg Press Calf Raise,,Strength,Quadriceps,Machine,Intermediate,,
2111,2111,30 Legs Lying Leg Curl,,Strength,Quadriceps,Machine,Intermediate,,
2112,2112,30 Legs Machine Hack Squat,,Strength,Quadriceps,Machine,Intermediate,,
2113,2113,30 Legs Single-Leg Leg Extension,,Strength,Quadriceps,Machine,Intermediate,,
2114,2114,30 Legs Single-Leg Leg Press,,Strength,Quadriceps,Machine,Intermediate,,
2115,2115,30 Legs Single-Leg Lying Leg Curl,,Strength,Quadriceps,Machine,Intermediate,,
2116,2116,30 Legs Smith Machine Split Squat,,Strength,Quadriceps,Machine,Intermediate,,
2117,2117,30 Legs Smith Machine Squat,,Strength,Quadriceps,Machine,Intermediate,,
2118,2118,Jumping rope,"Jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance.",Cardio,Quadriceps,Body Only,Intermediate,9.2,Average
2119,2119,Forward lunge,"The forward lunge is a lower-body bodyweight exercise targeting the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. The forward lunge places more emphasis on the quads than other lunge variations. It can be performed for time or reps in the lower-body portion of any workout.",Strength,Quadriceps,Body Only,Intermediate,9.0,Average
2120,2120,Side-to-side box skip,"The side-to-side box skip is an explosive lower-body exercise that involves jumping laterally over a bench or box, landing with one foot on top of the surface, and then switching positions. It primarily targets the muscles of the lower body, but is also a serious cardiovascular challenge. It is often performed for high reps or for time as part of a fat-loss or athleticism-focused workout or circuit.",Plyometrics,Quadriceps,Body Only,Intermediate,8.9,Average
2121,2121,Bodyweight squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Quadriceps,Body Only,Intermediate,8.8,Average
2122,2122,Broad jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Plyometrics,Quadriceps,Body Only,Intermediate,8.8,Average
2123,2123,Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Cardio,Quadriceps,Body Only,Intermediate,8.8,Average
2124,2124,Trail Running/Walking,,Cardio,Quadriceps,Body Only,Intermediate,8.7,Average
2126,2126,Jumping jack-,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",Plyometrics,Quadriceps,Body Only,Intermediate,8.5,Average
2127,2127,Arms-crossed jump squat,"The arms-crossed jump squat is an explosive version of the jump squat. Crossing your arms eliminates any extra power that could come from swinging your arms, making the movement extra strict and challenging for the lower body. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,Body Only,Intermediate,8.4,Average
2128,2128,Bodyweight Reverse Lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",Strength,Quadriceps,Body Only,Intermediate,8.3,Average
2130,2130,Treadmill walking,"Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,Body Only,Intermediate,8.2,Average
2132,2132,Depth jump box jump,"The depth jump box jump is a plyometric exercise that entails jumping off one box, dropping into a squat, and then jumping up onto another box. These are all performed fluidly to complete one rep. Depth jumps have been a staple of high-level athletic programming for decades. They are usually performed for low reps with a focus on power and technique. If they hurt your knees or back, consider performing box jumps or squat jumps instead.",Plyometrics,Quadriceps,Body Only,Intermediate,8.0,Average
2133,2133,Bodyweight Walking Lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",Strength,Quadriceps,Body Only,Intermediate,8.0,Average
2134,2134,Walking High Knees,,Cardio,Quadriceps,Body Only,Intermediate,7.8,Average
2135,2135,Lateral lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Quadriceps,Body Only,Intermediate,7.8,Average
2136,2136,Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,Body Only,Intermediate,7.6,Average
2137,2137,Over bench jump,The over bench jump is a plyometric exercise requiring only a weight bench to perform. It improves jumping ability and athleticism while burning a lot of calories.,Plyometrics,Quadriceps,Body Only,Intermediate,7.5,Average
2138,2138,Split Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,Body Only,Intermediate,7.5,Average
2139,2139,90-degree jump squat,"The 90-degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings, as well as the cardiovascular system. It can be performed for time or reps, usually in a fat-loss or athleticism-focused circuit workout.",Plyometrics,Quadriceps,Body Only,Intermediate,7.0,Average
2140,2140,Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Plyometrics,Quadriceps,Body Only,Intermediate,5.5,Average
2141,2141,Kneeling hip flexor stretch,"The kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips. It targets a chronically tight muscle group and is often performed as part of a dynamic warm-up, a cool-down, or as recovery work after training.",Stretching,Quadriceps,Body Only,Intermediate,5.4,Average
2142,2142,Iron Crosses (stretch),,Stretching,Quadriceps,Body Only,Intermediate,5.2,Average
2144,2144,Lying quad stretch with band,"The lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Stretching,Quadriceps,Body Only,Intermediate,4.9,Average
2145,2145,One Half Locust,,Stretching,Quadriceps,Body Only,Intermediate,4.7,Average
2146,2146,Standing Hip Flexors,,Stretching,Quadriceps,Body Only,Intermediate,4.4,Average
2147,2147,Looking At Ceiling,,Stretching,Quadriceps,Body Only,Intermediate,4.3,Average
2149,2149,On Your Side Quad Stretch,,Stretching,Quadriceps,Body Only,Intermediate,3.3,Average
2150,2150,On-Your-Back Quad Stretch,,Stretching,Quadriceps,Body Only,Intermediate,3.3,Average
2151,2151,Standing Elevated Quad Stretch,,Stretching,Quadriceps,Body Only,Intermediate,2.7,Average
2152,2152,Thigh killa,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",Strength,Quadriceps,Body Only,Intermediate,0.0,
2153,2153,Southpaw sprawl,"The southpaw sprawl is a full-body movement that combines elements of a single-arm plank and a sprawl. It also has a rotational component, with a jumping leg-cross and torso twist in a single-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2154,2154,Stride Jump Crossover,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,Average
2155,2155,Side Standing Long Jump,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2156,2156,Wall squat,"The wall squat is a bodyweight exercise targeting the quadriceps, as well as other muscles in the lower body and core. The lifter's back is flat against a wall, and the back slides down and up the wall during each rep. If you don't have a smooth wall to slide on, the exercise can also be performed with an exercise ball between the back and the wall.",Strength,Quadriceps,Body Only,Intermediate,0.0,
2158,2158,Sprawl frog kick,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2159,2159,Lateral Speed Step,,Cardio,Quadriceps,Body Only,Intermediate,0.0,
2160,2160,Side Hop-Sprint,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2161,2161,Pop squat,"The pop squat is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It is similar to a jump squat, but alternates between a narrow and wide stance with each jump. It can be performed for time or reps in power training and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2163,2163,Side Lunge Touching Heel,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge.",Strength,Quadriceps,Body Only,Intermediate,0.0,
2166,2166,Single-leg box squat,"The single-leg box squat is a bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings. It is similar in form to a pistol squat, except that you sit to a box. This allows you to customize the depth of the movement to your movement abilities and mobility level. For this reason, the single-leg box squat is a popular movement for building leg strength in beginning trainees. It can be performed in lower strength-focused rep ranges, such as 5-8 reps per leg, or for higher reps for muscle building.",Strength,Quadriceps,Body Only,Intermediate,0.0,
2168,2168,Quick Leap,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2172,2172,Jump lunge heel kick,"The jump lunge heel kick is a high-intensity, full-body exercise targeting the quads, glutes, and hamstrings. It combines a jump lunge with a standing hamstring stretch in a unique combo that also challenges balance. It can be performed for time or reps as part of a fat-loss or athleticism-focused circuit or workout.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2173,2173,Burpee box jump,"The burpee box jump is an explosive bodyweight exercise that combines a burpee with a leap onto a box or step. First, you perform a traditional burpee, and then instead of jumping into the air, you jump onto a box. This makes you focus on power generation in the jump, making each rep more challenging. Burpee box jumps are often performed for high reps as part of metabolic conditioning circuits or workouts.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2174,2174,Linear Depth Jump,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2176,2176,High knees,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",Cardio,Quadriceps,Body Only,Intermediate,0.0,Average
2177,2177,Jumping Jack,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",Cardio,Quadriceps,Body Only,Intermediate,0.0,
2179,2179,Running lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2180,2180,In-out jump squat,"The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2181,2181,Gorilla squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2182,2182,Burpee tuck jump,The burpee tuck jump is an explosive version of the burpee exercise that adds a tuck jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2183,2183,Speed skater,"The speed skater is an explosive version of the lateral lunge that involves jumping from side to side and landing on a single leg, then touching the ground. It challenges the lower-body muscles, including the quads, hips, and glutes, and the cardiovascular system, while training lateral movement.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2184,2184,Jumping knee up-down,"The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning exercise.",Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2185,2185,Jump Lunge To Feet Jack,,Plyometrics,Quadriceps,Body Only,Intermediate,0.0,
2186,2186,Reverse Lunge Rotation,,Strength,Quadriceps,Body Only,Intermediate,,
2187,2187,Alternating standing knee-pull stretch,"The alternating standing knee-pull stretch targets range of motion in the hips, hamstrings, and lower back. It's a common movement in dynamic warm-ups for athletics or lower-body training, but can also be used to ""limber up"" for activity anytime.",Stretching,Quadriceps,Body Only,Intermediate,,
2188,2188,Seal jack,"The seal jack is a variation on the jumping jack, one the most common calisthenic exercises on the planet. The difference between this movement and the jumping jack has to do with the arm motion. Instead of the arms coming together overhead, they come together in front of the body, like a seal clapping its fins.",Strength,Quadriceps,Body Only,Intermediate,,
2189,2189,Kneeling quad thoracic stretch,"The kneeling quad thoracic stretch is a stretch targeting greater range of motion in your thoracic spine. It is commonly included in dynamic warm-ups or cool-downs, but can also be performed as full-body mobility work any time.",Strength,Quadriceps,Body Only,Intermediate,,
2191,2191,Shuttle run,"The shuttle run is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels.",Cardio,Quadriceps,Body Only,Intermediate,,
2193,2193,Wall sit,"The wall sit is an exercise targeting the quadriceps and core muscle. It involves descending into a squat position while leaning against a wall, then holding that position for a predetermined length of time. It's a classic leg endurance-building exercise for basketball players and gymnasts.",Strength,Quadriceps,Body Only,Intermediate,,
2194,2194,Walking lunge with hip extension,"The walking lunge with hip extension is a combination of two movements, both targeting the lower body. The added hip extension places more of an emphasis on the glutes. It is a great inclusion in a dynamic warm-up for the lower body, but can also be performed for time or reps in any workout.",Strength,Quadriceps,Body Only,Intermediate,,
2195,2195,Squat with alternating side leg raise,"The squat with alternating side leg raise is a bodyweight version of the squat, but with a lateral leg lift to add extra focus to the abductor muscles. It can be performed for time or for reps as part of a dynamic warm-up for the lower body, or in any lower-body portion of a workout.",Strength,Quadriceps,Body Only,Intermediate,,
2196,2196,Lateral Squats,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Strength,Quadriceps,Body Only,Intermediate,,
2197,2197,Walking lunge with twist,"The walking lunge with twist is an exercise that targets the lower body and the obliques. The twist not only works the obliques, it also opens up the thoracic spine. It is a great inclusion in a dynamic warm-up for a lower-body or full-body workout, but can also be performed for time or reps in any workout.",Strength,Quadriceps,Body Only,Intermediate,,
2198,2198,Boss Everline Backward Lunge Walk,,Strength,Quadriceps,Body Only,Intermediate,,
2199,2199,Reverse Diagonal Skaters,,Strength,Quadriceps,Body Only,Intermediate,,
2200,2200,FYR Air Squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Quadriceps,Body Only,Intermediate,,
2201,2201,FYR Tuck Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump.",Strength,Quadriceps,Body Only,Intermediate,,
2202,2202,Push-up sprawl tuck jump,"The push-up sprawl tuck jump is an explosive bodyweight sequence that combines three movements: the push-up, the sprawl, and the tuck jump. It is similar to a burpee, but with a tuck jump at the top. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,Body Only,Intermediate,,
2203,2203,FYR Running Lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",Strength,Quadriceps,Body Only,Intermediate,,
2204,2204,FYR Jumping Lunge,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Strength,Quadriceps,Body Only,Intermediate,,
2205,2205,FYR Sprawl Frog Kick,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Quadriceps,Body Only,Intermediate,,
2206,2206,Jump squat-,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Strength,Quadriceps,Body Only,Intermediate,,
2207,2207,FYR Sprinter Burpee,,Cardio,Quadriceps,Body Only,Intermediate,,
2208,2208,Single-leg burpee,"The single-leg burpee is an advanced variation of the burpee exercise that involves performing all parts of the sequence with one leg at a time. It is usually performed alternating legs with each rep, but could be performed one side at a time. Performing one leg at a time increases the challenge to all parts of the body, especially the working leg, core, and shoulders.",Strength,Quadriceps,Body Only,Intermediate,,
2209,2209,FYR Gorilla Squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout.",Strength,Quadriceps,Body Only,Intermediate,,
2210,2210,Banded compass jump squat,"The banded compass jump squat is an explosive squat variation performed with a band around the thighs just above the knees. This increases muscle activation in the hips and glutes, while the squat targets the quads, hamstrings, and glutes. The landing for each jump is a 90-degree rotation from the starting position. The banded compass jump squat can be performed for low reps as a power-focused exercise, or for higher reps to build muscle in the lower body, challenge conditioning, and burn fat.",Strength,Quadriceps,Body Only,Intermediate,,
2211,2211,In-out sprawl,"The in-out sprawl is a full-body movement that combines elements of a plank and a sprawl. It demands an explosive full-body jump from a plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",Strength,Quadriceps,Body Only,Intermediate,,
2212,2212,Knee-tuck kick-up,"The knee-tuck kick-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Quadriceps,Body Only,Intermediate,,
2213,2213,Bear crawl donkey kick,"The bear crawl donkey kick is a more advanced version of the bear crawl exercise that adds a donkey kick. It adds an extra coordination and shoulder challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Strength,Quadriceps,Body Only,Intermediate,,
2214,2214,Southpaw sprawl with push-up,"The southpaw sprawl with push-up is a full-body movement that combines elements of a plank and a sprawl, with the addition of a push-up. It also has a rotational component, with a jumping leg-cross and torso twist in a straight-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",Strength,Quadriceps,Body Only,Intermediate,,
2215,2215,Bouncing lunge,"The bouncing lunge is a bodyweight movement targeting the quads. It can be performed either for time or reps, and is often included as part of a fat-loss or athleticism-focused circuit workout.",Strength,Quadriceps,Body Only,Intermediate,,
2216,2216,Bodyweight Squat - Gethin Variation,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Quadriceps,Body Only,Intermediate,,
2217,2217,FYR Alternating Lunge,"The forward lunge is a lower-body bodyweight exercise targeting the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. The forward lunge places more emphasis on the quads than other lunge variations. It can be performed for time or reps in the lower-body portion of any workout.",Strength,Quadriceps,Body Only,Intermediate,,
2218,2218,Bodyweight Walking Lunge - Gethin Variation,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",Strength,Quadriceps,Body Only,Intermediate,,
2219,2219,Seated Quad Contraction,,Strength,Quadriceps,Body Only,Intermediate,,
2220,2220,HM Squat with Alternating Leg Extension,,Strength,Quadriceps,Body Only,Intermediate,,
2221,2221,HM Air Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2222,2222,HM Alternating Jump Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2223,2223,HM Alternating Lunge-In-Place,,Strength,Quadriceps,Body Only,Intermediate,,
2224,2224,HM Alternating Side Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2225,2225,HM Sumo Pulse,,Strength,Quadriceps,Body Only,Intermediate,,
2226,2226,HM Sumo Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2227,2227,HM Alternating Side-Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2228,2228,HM Tuck-Up Burpee,,Strength,Quadriceps,Body Only,Intermediate,,
2229,2229,HM Bear Crawl,,Strength,Quadriceps,Body Only,Intermediate,,
2230,2230,HM Bear Stance Fire Hydrant,,Strength,Quadriceps,Body Only,Intermediate,,
2231,2231,HM Walking Frankenstein,,Strength,Quadriceps,Body Only,Intermediate,,
2232,2232,HM Walking Hip Stretch,,Stretching,Quadriceps,Body Only,Intermediate,,
2233,2233,HM Wide Jump Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2234,2234,HM Boxer Shuffle,,Strength,Quadriceps,Body Only,Intermediate,,
2235,2235,HM Running Lunge,,Cardio,Quadriceps,Body Only,Intermediate,,
2236,2236,HM Bulgarian Split Squat On Chair,,Strength,Quadriceps,Body Only,Intermediate,,
2237,2237,HM Burpee,,Strength,Quadriceps,Body Only,Intermediate,,
2238,2238,HM Butterfly,,Strength,Quadriceps,Body Only,Intermediate,,
2239,2239,HM Alternating Lunge Push-Up,,Strength,Quadriceps,Body Only,Intermediate,,
2240,2240,HM Comet,,Strength,Quadriceps,Body Only,Intermediate,,
2241,2241,HM Couch Stretch,,Strength,Quadriceps,Body Only,Intermediate,,
2242,2242,HM Down Up,,Strength,Quadriceps,Body Only,Intermediate,,
2243,2243,HM Duck Walk,,Strength,Quadriceps,Body Only,Intermediate,,
2244,2244,HM Fragon,,Strength,Quadriceps,Body Only,Intermediate,,
2245,2245,HM Frankenstein,,Strength,Quadriceps,Body Only,Intermediate,,
2246,2246,HM Single-Leg Squat on Chair,,Strength,Quadriceps,Body Only,Intermediate,,
2247,2247,HM Single-Leg Touchdown,,Strength,Quadriceps,Body Only,Intermediate,,
2248,2248,HM Speed Skater,,Strength,Quadriceps,Body Only,Intermediate,,
2249,2249,HM Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2250,2250,HM Squat Lunge,,Strength,Quadriceps,Body Only,Intermediate,,
2251,2251,HM Garland Pose,,Strength,Quadriceps,Body Only,Intermediate,,
2252,2252,HM High Knees,,Strength,Quadriceps,Body Only,Intermediate,,
2253,2253,HM In-And-Out Squat,,Strength,Quadriceps,Body Only,Intermediate,,
2254,2254,HM In-And-Out Squat Jump,,Strength,Quadriceps,Body Only,Intermediate,,
2255,2255,HM Jumping Jack,,Strength,Quadriceps,Body Only,Intermediate,,
2256,2256,HM Jumping Knee-Up,,Strength,Quadriceps,Body Only,Intermediate,,
2257,2257,HM Jumping Rope,,Strength,Quadriceps,Body Only,Intermediate,,
2258,2258,HM Right Calf-Spike Sumo Pulse,,Strength,Quadriceps,Body Only,Intermediate,,
2259,2259,HM Reverse Lunge with Kick,,Strength,Quadriceps,Body Only,Intermediate,,
2260,2260,HM Left Knee-Up,,Strength,Quadriceps,Body Only,Intermediate,,
2261,2261,HM Left-Leg Lunge And Kick-Out,,Strength,Quadriceps,Body Only,Intermediate,,
2262,2262,HM Mountain Pose,,Strength,Quadriceps,Body Only,Intermediate,,
2263,2263,HM Butt Kickers,,Strength,Quadriceps,Body Only,Intermediate,,
2264,2264,HM Right-Leg Lunge And Kick-Out,,Strength,Quadriceps,Body Only,Intermediate,,
2265,2265,HM Sumo Get-Up,,Strength,Quadriceps,Body Only,Intermediate,,
2266,2266,AM Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Strength,Quadriceps,Body Only,Intermediate,,
2267,2267,AM Bodyweight Squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Quadriceps,Body Only,Intermediate,,
2268,2268,High knees sprawl drill,"The high knees sprawl drill is a full-body, cardio and strength-focused exercise. It can be performed for reps or time in a fast-paced circuit or other workout.",Strength,Quadriceps,Body Only,Intermediate,,
2269,2269,UP Bulgarian Split Squat,"The dumbbell Bulgaria split squat is a single-leg exercise targeting the quads, glutes, and hamstrings.",Strength,Quadriceps,Body Only,Intermediate,,
